caseid,commonweight,birthyr,gender4,educ,race,hispanic,votereg,pid3,pid7,inputstate,CC24_300b_4,CC24_300b_5,CC24_300b_6,CC24_309e,CC24_311a,CC24_311b,CC24_310a,CC24_310b,CC24_310c,CC24_321a,CC24_311c,CC24_311d,CC24_312a,CC24_312b,CC24_312c,CC24_312d,CC24_312e,CC24_312f,CC24_321b,CC24_321c,CC24_321d,CC24_330a,CC24_330b,CC24_330c,CC24_330d,CC24_340a,CC24_340b,CC24_340c,CC24_340d,CC24_340e,CC24_340f,CC24_341a,CC24_341b,CC24_341c,CC24_341d,CC24_416a,CC24_416b,CC24_416c,CC24_440a,CC24_440b,CC24_440c,CC24_440d,CC24_441a,CC24_441b
1897795510,0.08119131689219143,1950,Woman,Some college,Black,No,Yes,Independent,Lean Democrat,Virginia,not selected,not selected,not selected,Fair,Republican,Democrat,Democrats,Democrats,Republicans,Support,Democrat,Republican,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Not sure,Somewhat disapprove,Oppose,Support,Oppose,Somewhat Liberal,Very Conservative,Somewhat Liberal,Middle of the Road,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,,,,,,,,,
1902221498,0.3729647004957786,1964,Woman,No HS,Black,No,Yes,Democrat,Strong Democrat,Virginia,,,,Fair,Democrat,Democrat,Democrats,Democrats,Democrats,Support,Democrat,Democrat,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Strongly disapprove,Support,Support,Oppose,Very Liberal,Middle of the Road,Very Liberal,Very Liberal,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose,White,White,White,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
1900240760,0.07777408820544988,1962,Woman,High school graduate,White,No,Yes,Independent,Lean Republican,Pennsylvania,,,,Fair,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Republican,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Not sure,Somewhat approve,Support,Support,Support,Not sure,Not sure,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,White,White,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree
1902106922,1.111013684689214,1991,Woman,4-year,Black,No,Yes,Democrat,Not very strong Democrat,Virginia,,,,Very good,Not sure,Not sure,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Not sure,Not sure,Not sure,Oppose,Support,Support,Liberal,Not sure,Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,White,White,,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree
1900241692,0.8630062393792893,1962,Man,4-year,White,No,Yes,Independent,Lean Republican,Pennsylvania,,,,Excellent,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Democrat,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat approve,Strongly disapprove,Support,Support,Oppose,Somewhat Conservative,Middle of the Road,Liberal,Very Liberal,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,White,White,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree
1899861946,0.3867791432195145,1953,Woman,2-year,White,No,Yes,Democrat,Strong Democrat,Virginia,not selected,not selected,not selected,Fair,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Not sure,Somewhat disapprove,Oppose,Support,Support,Somewhat Liberal,Very Conservative,Middle of the Road,Liberal,Support,Support,Support,,,Oppose,,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree
1902272836,0.2790383578170592,1959,Woman,2-year,Hispanic,Yes,Yes,Democrat,Not very strong Democrat,Pennsylvania,not selected,not selected,not selected,Very good,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Oppose,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,White,White,,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree
1902039170,0.2908922069199907,1972,Woman,High school graduate,Black,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Very good,Republican,Democrat,Not sure,Democrats,Not sure,Support,Democrat,Not sure,Somewhat approve,Somewhat approve,Not sure,Somewhat approve,Not sure,Somewhat disapprove,Oppose,Support,Oppose,Conservative,Not sure,Not sure,Very Conservative,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,White,White,,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree
1894279380,0.1647693324186988,1959,Man,Some college,Other,No,Yes,Independent,Lean Republican,Virginia,,,,Good,Republican,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Not sure,Strongly disapprove,Support,Support,Support,Very Conservative,Conservative,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Not sure,Not sure,Not sure,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree
1900221840,0.2281169551899863,1971,Woman,4-year,Asian,No,Yes,Republican,Strong Republican,Virginia,selected,not selected,not selected,Very good,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Never Heard of Person,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Not sure,Support,Support,Support,Conservative,Somewhat Conservative,Somewhat Liberal,Somewhat Liberal,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,,,,,,,,,
1902299356,0.06270697877239072,1992,Woman,2-year,Black,No,Yes,Democrat,Strong Democrat,Alabama,,,,Excellent,Republican,Republican,Democrats,Democrats,Democrats,Support,Republican,Other Party / Independent,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Not sure,Support,Support,Support,Very Conservative,Very Conservative,Very Conservative,Very Conservative,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,,,,,,,,,
1896003314,0.03720364770491003,1973,Woman,Some college,Black,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,selected,Good,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Democrat,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Very Liberal,Very Liberal,Very Liberal,Very Liberal,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,,,,,,,,,
1900234928,1.448169084873526,2002,Woman,4-year,White,No,Yes,Independent,Lean Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Republican,Strongly disapprove,Strongly disapprove,Strongly disapprove,Not sure,Not sure,Not sure,Oppose,Support,Oppose,Very Liberal,Middle of the Road,Somewhat Conservative,Middle of the Road,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Black,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1900237256,0.697703148081221,1965,Woman,High school graduate,Two or more races,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Fair,Democrat,Democrat,Democrats,Republicans,Democrats,Oppose,Democrat,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Support,Very Conservative,Liberal,Very Liberal,Very Liberal,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,White,White,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree
1900235862,0.007079656785117249,1973,Woman,High school graduate,Two or more races,Yes,Yes,Independent,Independent,Pennsylvania,,,,Fair,Never Heard of Person,Not sure,Not sure,Not sure,Not sure,Oppose,Democrat,Never Heard of Person,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Oppose,Middle of the Road,Not sure,Not sure,Very Liberal,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,,,,,,,,,
1884568040,0.3372904185887432,1958,Woman,No HS,Black,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Not sure,Not sure,Not sure,Oppose,Democrat,Democrat,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Not sure,Not sure,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,,,,,,,,,
1899867808,0.977339041808402,1959,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,selected,selected,Very good,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve,Strongly disapprove,Oppose,Support,Oppose,Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree
1888339842,0.3194717089882153,1968,Man,4-year,Black,No,Yes,Democrat,Strong Democrat,Alabama,selected,not selected,not selected,Fair,Republican,Republican,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Not sure,Oppose,Support,Oppose,Middle of the Road,Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,,,,,,,,,
1902317442,3.676725392121258,2004,Man,Some college,Asian,No,No,Democrat,Not very strong Democrat,Alabama,,,,Very good,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Not sure,Not sure,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Oppose,Support,Oppose,Somewhat Conservative,Not sure,Not sure,Not sure,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,,,,,,,,,
1894289202,0.6733741796211167,1953,Man,Some college,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Not sure,Oppose,Democrat,Republican,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Not sure,Somewhat disapprove,Oppose,Support,Support,Conservative,Liberal,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Not sure,White,,Strongly disagree,,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree
1902107534,0.008705585224611083,1960,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Alabama,not selected,not selected,not selected,Fair,Republican,Not sure,Not sure,Republicans,Republicans,Support,Republican,Republican,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Support,Somewhat Liberal,Middle of the Road,Conservative,Conservative,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,,White,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree
1902108266,0.02819781413295937,1980,Woman,Some college,White,No,Yes,Independent,Lean Democrat,Pennsylvania,selected,not selected,not selected,Fair,Democrat,Not sure,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Oppose,Support,Oppose,Middle of the Road,Liberal,Liberal,Liberal,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Not sure,Not sure,,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
1900242216,0.2118354915015344,1986,Man,4-year,White,No,Yes,Other,Lean Democrat,Virginia,selected,not selected,selected,Good,Republican,Not sure,Republicans,Neither,Not sure,Support,Not sure,Never Heard of Person,Somewhat approve,Somewhat disapprove,Strongly disapprove,Not sure,Not sure,Not sure,Oppose,Support,Oppose,Very Liberal,Not sure,Somewhat Conservative,Somewhat Conservative,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Not sure,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1895520532,1.243077431128368,1983,Man,Some college,Two or more races,Yes,Yes,Republican,Not very strong Republican,Alaska,selected,selected,not selected,Very good,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Democrat,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Somewhat Liberal,Somewhat Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Other,White,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree
1899866310,0.71064637262403,1960,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Somewhat disapprove,Oppose,Support,Oppose,Liberal,Liberal,Liberal,Liberal,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,White,White,,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree
1902106152,0.71064637262403,1961,Man,4-year,White,No,Yes,Independent,Lean Democrat,Pennsylvania,selected,selected,not selected,Very good,Democrat,Democrat,Republicans,Democrats,Not sure,Support,Democrat,Not sure,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Not sure,White,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
1894269748,0.7405879831908156,1956,Man,2-year,White,No,Yes,Other,Lean Republican,Pennsylvania,not selected,selected,not selected,Good,Democrat,Democrat,Not sure,Not sure,Not sure,Oppose,Democrat,Not sure,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Not sure,Not sure,Somewhat disapprove,Support,Support,Support,Very Conservative,Liberal,Liberal,Very Liberal,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,White,White,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree
1899864884,0.1869883847008183,1963,Woman,High school graduate,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Democrats,Democrats,Democrats,Oppose,Democrat,Not sure,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Not sure,Liberal,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Not sure,Not sure,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree
1897841550,0.04362122191011202,1995,Woman,Some college,White,No,Yes,Republican,Strong Republican,Alabama,not selected,selected,selected,Good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Support,Oppose,Oppose,Conservative,Very Conservative,Liberal,Very Liberal,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,,,,,,,,,
1899860358,0.1314672291379911,1934,Woman,Some college,White,No,Yes,Democrat,Strong Democrat,Virginia,not selected,not selected,selected,Good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Democrat,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve,Oppose,Support,Oppose,Middle of the Road,Very Conservative,Middle of the Road,Middle of the Road,Oppose,Support,Support,,Support,Support,,Support,Support,Support,White,,,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
1902369808,1.32161376842224,2004,Woman,High school graduate,Native American,No,No,Independent,Lean Democrat,Virginia,,,,Good,Democrat,Never Heard of Person,Republicans,Democrats,Not sure,Support,Democrat,Not sure,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Not sure,Support,Support,Support,Somewhat Liberal,Somewhat Liberal,Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Not sure,Not sure,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
1899899756,0.6341565077287784,1971,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Virginia,selected,not selected,selected,Good,Republican,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Oppose,Support,Oppose,Very Liberal,Very Conservative,Middle of the Road,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,White,White,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree
1902375090,0.07346347246600143,2001,Man,High school graduate,Black,No,Yes,Democrat,Strong Democrat,Alabama,selected,selected,not selected,Excellent,Democrat,Republican,Not sure,Democrats,Republicans,Support,Never Heard of Person,Democrat,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Middle of the Road,Middle of the Road,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,,,,,,,,,
1899885260,0.2588145852564929,1953,Woman,4-year,Black,No,Yes,Independent,Independent,Alabama,,,,Good,Republican,Republican,Republicans,Democrats,Not sure,Support,Republican,Republican,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Oppose,Middle of the Road,Conservative,Middle of the Road,Middle of the Road,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,,White,,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree
1902132940,0.8759906931132664,1955,Woman,Some college,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Support,Not sure,Conservative,Somewhat Conservative,Middle of the Road,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Not sure,White,,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree
1899882738,1.244726844988801,1963,Man,4-year,White,No,Yes,Other,Lean Republican,Alabama,not selected,not selected,not selected,Fair,Republican,Republican,Democrats,Republicans,Republicans,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Support,Conservative,Conservative,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Black,White,White,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree
1900232148,0.8325148134469622,1982,Woman,Some college,White,No,Yes,Other,Lean Democrat,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly disapprove,Oppose,Support,Oppose,Very Liberal,Middle of the Road,Middle of the Road,Middle of the Road,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1902383632,1.35255595715486,1971,Woman,2-year,Black,No,Yes,Democrat,Not very strong Democrat,Virginia,not selected,not selected,not selected,Good,Republican,Democrat,Democrats,Democrats,Democrats,Support,Democrat,Republican,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Oppose,Support,Oppose,Liberal,Very Conservative,Very Liberal,Very Liberal,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree
1902301654,2.037972910664521,1992,Woman,High school graduate,Black,No,No,Independent,Independent,Virginia,not selected,selected,not selected,Fair,Not sure,Not sure,Neither,Neither,Neither,Oppose,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Oppose,Oppose,Not sure,Not sure,Not sure,Not sure,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,,,,,,,,,
1902134308,0.7000731805116569,1968,Man,Post-grad,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,not selected,not selected,selected,Good,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly disapprove,Oppose,Support,Oppose,Very Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Not sure,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1900240150,0.594139607599167,1958,Woman,Some college,White,No,Yes,Independent,Lean Democrat,Pennsylvania,not selected,not selected,selected,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Somewhat disapprove,Support,Support,Oppose,Somewhat Liberal,Somewhat Liberal,Middle of the Road,Somewhat Liberal,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Not sure,White,,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree
1900222198,0.2644592941145105,1980,Woman,Post-grad,Hispanic,Yes,Yes,Independent,Lean Republican,Pennsylvania,,,,Excellent,Democrat,Democrat,Republicans,Republicans,Republicans,Oppose,Democrat,Republican,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Oppose,Middle of the Road,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,,,,,,,,,
1900220144,2.149887065519926,1991,Man,4-year,White,No,Yes,Independent,Not sure,North Dakota,,,,Very good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Support,Oppose,Oppose,Not sure,Somewhat Conservative,Somewhat Liberal,Liberal,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,White,White,White,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
1895520798,1.356395212264422,1963,Man,Some college,White,No,Yes,Independent,Lean Republican,Virginia,not selected,not selected,not selected,Good,Republican,Democrat,Republicans,Democrats,Not sure,Oppose,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Not sure,Strongly disapprove,Support,Support,Oppose,Conservative,Conservative,Very Liberal,Very Liberal,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,White,White,White,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
1902146348,0.1301559486910948,1983,Man,Post-grad,White,No,Yes,Independent,Lean Republican,Pennsylvania,selected,selected,not selected,Fair,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Support,Support,Support,Conservative,Liberal,Liberal,Very Liberal,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,White,Black,,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
1899885624,0.2131123194648466,1994,Man,4-year,Two or more races,Yes,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Not sure,Not sure,Not sure,Oppose,Not sure,Democrat,Somewhat approve,Somewhat disapprove,Strongly disapprove,Not sure,Not sure,Not sure,Oppose,Support,Oppose,Somewhat Liberal,Not sure,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree
1902146498,0.4703200853953448,1946,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,not selected,Good,Democrat,Democrat,Democrats,Neither,Democrats,Support,Democrat,Republican,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Oppose,Support,Support,Somewhat Liberal,Somewhat Liberal,Liberal,Liberal,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,White,White,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
1902106098,0.388567391458903,1965,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,selected,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Oppose,Support,Oppose,Liberal,Liberal,Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,Black,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree
1902127030,0.71064637262403,1965,Man,4-year,White,No,Yes,Democrat,Not very strong Democrat,Pennsylvania,,,,Poor,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Not sure,Strongly approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Not sure,Oppose,Support,Support,Liberal,Somewhat Liberal,Liberal,Somewhat Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,White,White,,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
1894283836,1.35255595715486,1969,Woman,Some college,Black,No,Yes,Democrat,Not very strong Democrat,Virginia,not selected,not selected,not selected,Fair,Republican,Democrat,Democrats,Republicans,Republicans,Support,Democrat,Democrat,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Not sure,Somewhat approve,Oppose,Support,Oppose,Middle of the Road,Conservative,Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,White,White,White,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
